season,data_source,essence_category,respiratory_category,visit_type,demographic_category,demographic_group,percent
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.01
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,00_04,0.2
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,White Non-Hispanic,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,45_64,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.12
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.21
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,00_04,0.06
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.11
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.01
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0.01
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,45_64,0
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,45_64,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.23
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,ALL,ALL,0.17
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,18_44,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.02
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,00_04,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,45_64,0
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,05_17,0
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.07
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0.06
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,ALL,ALL,0.02
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0.01
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,05_17,0.27
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.02
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.02
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.12
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,ALL,ALL,0.02
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.01
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.18
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,45_64,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.1
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,45_64,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.06
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,45_64,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,45_64,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,45_64,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,65+,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,45_64,0.04
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.12
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,45_64,0.1
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Black Non-Hispanic,0
2016-2017,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,White Non-Hispanic,0.07
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,18_44,0.08
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,White Non-Hispanic,0.1
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.07
2022-2023,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,65+,0.02
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,05_17,0.03
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.12
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,18_44,0
2015-2016,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.1
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.05
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Asian Non-Hispanic,0.01
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.11
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,ALL,ALL,0.03
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0.02
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0.15
2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0.01
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,White Non-Hispanic,0.1
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,18_44,0
2019-2020,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.04
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,18_44,0.08
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.12
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.1
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,White Non-Hispanic,0.08
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,05_17,0.12
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,65+,0.01
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Race/Ethnicity,Black Non-Hispanic,0.18
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,45_64,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0.02
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,65+,0.17
2018-2019,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.07
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2021-2022,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Age Group,05_17,0
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,65+,0.05
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2015-2016,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,ALL,ALL,0.13
2023-2024,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,18_44,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Age Group,65+,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.06
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,ALL,ALL,0.01
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.08
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.16
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,18_44,0.1
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2016-2017,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Hispanic or Latino,0.09
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,45_64,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.01
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.13
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.13
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.03
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,18_44,0.07
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,White Non-Hispanic,0.01
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.12
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Hispanic or Latino,0
2015-2016,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,00_04,0
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.13
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.1
2018-2019,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,00_04,0.33
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,65+,0.01
2019-2020,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Asian Non-Hispanic,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.06
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,45_64,0.15
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,ALL,ALL,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,White Non-Hispanic,0.18
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,65+,0
2021-2022,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Black Non-Hispanic,0.02
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Other Race/Ethnicity,0
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2019-2020,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,Age Unknown,0
2020-2021,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,Admissions,Age Group,Age Unknown,0
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0.02
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,Age Unknown,0
2023-2024,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,White Non-Hispanic,0.09
2017-2018,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.02
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Other Race/Ethnicity,0.01
2018-2019,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Race/Ethnicity,Hispanic or Latino,0.02
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,Admissions,ALL,ALL,0.03
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,00_04,0.08
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,45_64,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2017-2018,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,ALL,ALL,0.13
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,18_44,0.01
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,00_04,0.18
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Age Group,00_04,0.35
2019-2020,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2020-2021,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,White Non-Hispanic,0
2022-2023,ILINet,Not Applicable,ILI,Outpatient Visits,ALL,ALL,0.03
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,05_17,0
2016-2017,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,White Non-Hispanic,0.02
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,18_44,0
2023-2024,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,ALL,ALL,0
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,Black Non-Hispanic,0
2016-2017,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2020-2021,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.02
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.11
2020-2021,ESSENCE,Influenza-like Illness,ILI,Admissions,Race/Ethnicity,Hispanic or Latino,0.01
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,Age Unknown,0
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,00_04,0
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Age Group,65+,0
2017-2018,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,65+,0
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,Hispanic or Latino,0.02
2023-2024,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,45_64,0.01
2022-2023,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,18_44,0
2021-2022,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Other Race/Ethnicity,0.11
2018-2019,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2019-2020,ESSENCE,CDC Influenza DD v1,Influenza,Admissions,Race/Ethnicity,Unknown Race/Ethnicity,0
2021-2022,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,Admissions,Race/Ethnicity,White Non-Hispanic,0
2015-2016,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Hispanic or Latino,0.01
2022-2023,ESSENCE,Influenza-like Illness,ILI,ED Visits,Race/Ethnicity,Unknown Race/Ethnicity,0.01
2020-2021,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Race/Ethnicity,White Non-Hispanic,0
2019-2020,ESSENCE,Influenza-like Illness,ILI,ED Visits,Age Group,45_64,0.01
2017-2018,ESSENCE,CDC Influenza DD v1,Influenza,ED Visits,Age Group,Age Unknown,0
2022-2023,ESSENCE,CDC Broad Acute Respiratory DD v1,Broad Acute Respiratory,ED Visits,Race/Ethnicity,Asian Non-Hispanic,0.1
2023-2024,ESSENCE,CDC Respiratory Syncytial Virus DD v1,RSV,ED Visits,Age Group,05_17,0
